"","reviews","points"
"51","관람객신과함께 보고도 안울었는데~~이건 왜 이리 슬프던지~~아이들보다 어른이 더 공감할 영화 ...정말 ㅠㅠ 아빠 생각 마니 났어요~눈물이 계속 줄줄줄 ㅠㅠ  ","10"
"52"," 20분먄 늦게 들어가면되는부분  ","10"
"53","짠돌이 평식님이.. 드뎌 간만에 오랜만에 8점을... 이야.. ^^  ","10"
"54","주인공은 어린 남자아이지만 눈물 빼놓는건 어른들이다.  ","10"
"55","디즈니와 픽사의 가장 완벽한 조합이라고 볼 수 있어요ㅠ정말 정말 따듯하고 좋은 영화! 여운 엄청 나네요....ㅠㅠㅠ  ","10"
"56","개인적으로 토이스토리를 잇는 픽사의 역대급 영화라 봅니다 그냥 애니메이션들 뿐만이 아닌 영화 자체로 봤을때도 인생영화 탑3에 듭니다  ","10"
"57","누구에게나 있지 않을까.  행복했던 시절을 공유했던 기억 저편의 누군가가. 그리고 나 또한 그들 각자의 기억 깊은 곳에 살아 숨쉬고 있겠지. 그 공간을 건드릴수 있게 해주어 고맙다고 말하고 싶다.  ","10"
"58","관람객겨울왕국보다 재밌었다ㅠㅠㅠ최고  ","10"
"59","신과 함께랑 ㅈㄴ비교 되네ㅋㅋㅋ비슷한 맥락의 영화인데도 우리 칸국영화는 신파극ㅋㅋㅋ신파극 좋다고 물고빠는 우리칸국영화는 언제쯤 발전할까ㅎㅎ  ","10"
"60","관람객최고였습니다.가족의 소중함을 다시 일깨워 준 영화였어요!  ","10"
"61","관람객흔한 메시지를 전함에도 감동을 주는 스토리평소에는 보기 어려웠던 멕시코의 전통으로 꽉 차 있어서 재밌었다  ","10"
"62","이 영화를 보고 나올 때, 미구엘과 함께 화려한 저승세계 여행을 마치고 온 느낌이 들었다.  ","10"
"63","한국영화는 좀 보고 배워라. 주제에 되지도 않는  정치질, 훈수질 그만좀 하고.  ","10"
"64","관람객성인이지만 보고 울었습니다...가족의 소중함을 일깨워주는 그런 영화네요..  ","10"
"65","내 죽음도 이렇게 아름답다면 내 죽어서 보고싶은 가족을 만난다면 난 내일죽어도 후회가없다 죽음을 너무아름답게 표현한영화  ","10"
"66","안운척하느냐 힘들었다  ","10"
"67","이 세상에서 더 이상 나를 기억하고 추억하는 이가 없다면 사후세계에서조차 사라지는 영원한 죽음을 맞이한다는게 서글펐다. 멕시코와 한국의 조상에 대한 정서와 추모 문화가 비슷하다는게 인상적.  ","9"
"68","관람객역시 진리의 픽사!  깔끔하고 행복한 엔딩이였는데 이상하게 마지막에 헥터가 출국 심사 받는 장면에서 눈물이 미친듯이 났음  ","10"
"69","와.. 박평식 8점이라니..  ","8"
"70","토이스토리3의 감동 그이상임..겨울왕국보다는 이 작품이야말로 천만영화감이지  ","10"
"71","내나이 40대초반 애니메이션보고 울었던적은 플란다스의개 이후로 32년만이다. 돌아가신 할머니 보고싶다..  ","9"
"72","타영화의 억지감동 감성팔이에 지쳤었는데  슬프네요 재밌고 !  ","10"
"73","관람객사실 어른들이 보기에 더 좋은 영화가 아닌가 라는 생각이 드네요.아이들에게 가족에 대한 소중한, 사랑이라는 교훈을 주지만 그것이 더 필요한 이들은 부모일테니까요. ^^예상했던 것 보다는 잔잔한 영화.단점은 런닝타임이 길어 아이들이 힘들어합니다  ","8"
"74","모든영화에 10점 만점은 없다고 생각했는데 10점아니고선 말이 안되는 영화. 어른들의 고정된 생각과 아이의 막힘없는 생각, 가족의 사랑, 아이의 반항이 가져다준 진실, 반성과 이해, 음모와 현실, 이 모든걸 판타지로 연결한 기발하고 따뜻한 인생 영화.  ","10"
"75","한편으로 슬프지만 억지스럽지 않고 애틋하다. 한국영화가 배워야 할 부분.  ","10"
"76","관람객첫개봉날재미있게잘봤어요  ","9"
"77","관람객가족의 기억속에 오래 남고 싶군요  ","9"
"78","관람객아이보여주려고 같이 본건데 오히려 제가 감동받으며 울었네요ㅎㅎ 코코 좋아!!♡♡♡  ","10"
"79","미국에서 두번봤습니다. 첫번째 볼땐 애들이 너무많아서 알아듣기도 좀 힘들었고 놓친부분이 있었지만 엄청 감동받았어요. 두번째 볼때도 스토리 다 알고있었음에도 마지막에 울컥했어요. 정말 제 인생 역작입니다. 후회 절대안하실거에요  ","10"
"80","관객중에 애들이 없었음보고 우러따.... 28살...  ","10"
"81","관람객겨울왕국이너무길긴했지만코코내용은좋았음  ","8"
"82","마마 코코 : 파파...?  ","10"
"83","박평식이 8점이면 말 다한거아닌가ㅋㅋㅋ 믿고보는 픽사 디즈니 바로보자  ","10"
"84","남자는 세번눈물 흘린다는데 이 영화보면서 세번넘게 울었네  ","9"
"85","아니 솔직히 왜 자꾸 다른 영화에서 1987언급하면서 영화 깜?? 이정도면 거의 정치팬코수준인데.솔직히 이 영화가 재미로는 1987보다 재밌음  ","10"
"86","관람객놀라울 정도로 발전하는 영상과 계속 생각나는 이야기  ","10"
"87","별생각없이봤는데...너무재미있고 감동적이네요화려한영상이..마치 랜드할로윈파티를 하고온기분에 ..나이40에  만화영화에 눈물이 왜이렇게나던지..집에서 보기엔 아까운 가슴뭉클한 영화같아요꼭 추천하고싶은 영화입니다~^^  ","10"
"88","관람객가족애를 느낄 수 있는 좋은 영화였어요. 하늘나라에 있는 가족들도 기억하며 사랑할겁니다. 역시 디즈니! 역시 픽사!!  ","10"
"89","관람객차라리 겨울왕국이 후반에 나왔으면 좋았을텐데 조금 지루했다는..영화는 좋네요 따뜻하고 교훈도있고  ","8"
"90","관람객초등 1학년 딸아이가 기다리던 영화라 개봉날 맞춰 예매해서 봤어요~ 감동의 눈물을 흘리며 정말 재밌었다며 좋아하네요20OOO 첫 감동의 영화선물~^^ “기억해줘” 노래도 자꾸 멤도네요  ","10"
"91","관람객7살 울 아들 엄마 눈치보며 눈물 훔치고 있어요저도 어느순간 눈물이 주르룩~~ㅠㅠ강추합니다감동과 재미..둘다 최고  ","10"
"92","휴지챙겨가세요 훌쩍 오열  ","9"
"93","신과함께보고 안 울었던 제가 이 영화보고 울었습니다. 울 수밖에 없는 영화입니다.  ","10"
"94","애니라고 무시했던 내 자신을 반성해봅니다.  ","10"
"95","관람객앞에 엘사는 왜틀어주는거에요?  ","7"
"96","Though I have to say goodbye.Don&#39;t let it make you cry.For even if I&#39;m far away,I hold you in my heart.오래 멀리 떠난대도,잠깐 헤어진 것 처럼. 디즈니픽사최고  ","10"
"97","관람객영화 덕에 울고 웃고 했어요 좋은 시간 보냈어요  ","10"
"98","관람객실망시키지않는 디즈니픽사입니다^^아이와함께봤는데..두 녀석 웃음보다는 눈물을많이흘렸네요..  ","10"
"99","관람객스토리도 감동적이고 음악도 좋고 너무 예쁜 애니네요  ","10"
"100","관람객최고의영화였어요할머니가보고싶어요  ","10"
"101","“죽어서도 유명세에 따라 차별받는 사회인가?”라고 불편해질 때 즈음부터 이야기가 재미있어짐  ","8"
"102","왔노라 보았노라 울었노라  ","10"
"103","관람객이야기 전개, 영상, 음악 이런것들이 취향에 맞을까 걱정했지만.. 역시 디즈니픽사는 관객을 실망시키지 않아요!  ","10"
"104","관람객죽음과 잊혀짐을 다시 생각해볼 수 있습니다  ","10"
"105","박평식이 8점이 면 보고 온다  ","10"
"106","개인적아로 신과함께보다 훨씬 감동적이라고 생각합니다. 다만 처음에 겨울왕국 틀어줘서 상영관 잘못들어온줄 알고 나갔다오고 검색하고ㅋㅋ  ","10"
"107","역시 픽사. 벗 앞에 쿠키 영상? 겨울왕국 크리스마스편이 너무 지루했음. 그냥 본 영화부터 시작하는 게 나을 듯  ","9"
"108","관람객근래 본 영화 중 최고입니다!  ","10"
"109","할인받아싸게봤는데 이돈내고 이런영화봐도 되나할정도의 죄스러움^^;; 아들데리고보다가 엄마가통곡하고나옴  ","10"
"110","이 영화가 신과함께보다 관객수가 적다면 한국 영화계는 그걸 두고두고 쪽팔려해야 한다.  ","10"
"111","평식이형 4개다... 안보면 ㄹㅇ 눈물콧물 다 흘리고 후회할거란것..  ","10"
"112","딸 둘 영화 보여주려고 데리고 갔는데 어른도 눈물나게 만드네요...중간은 조금은 지루했지만 종반으로 가면 가족의 소중함을 느끼며 눈물이 흐릅니다...반전도 대단하고...어린이 애니메이션이라고 보기에는 수준이 높습니다.  ","9"
"113","관람객아버지가 1월 3일 날 돌아가시고 ㅜㅜ 아빠가 저한테 주는 메세지 같아서 많이 울었네요,.. 맥시코 사후세계관이 이렇게 감동으로 다가 올 줄 이야 ㅜㅜ 디즈니 픽사 감사합니다ㅜㅜ  ","10"
"114","관람객헐.대박이네요.스토리도좋고 감명깊네요.다른사람들에게권하고십네요.  ","10"
"115","평점 남기는 건 처음.. 애니 보고 이렇게 펑펑 운 것도 처음  ","10"
"116","믿고보는 디즈니 픽사잊혀지는것보다 슬픈건 없는것  ","10"
"117","평식이 형님 평점이 8점이라니..ㄷㄷ 도대체 어떤 애니길래, 한번 보러갑니다.  ","10"
"118","조금은 죽음이라는것에 안심을느끼며...나중에 내가 그세상에갔을때 아빠가 웃으며 내딸하고 안아줄것같다...영화가주는 메세지가 감당이 안된다...오늘하루 그냥 펑펑 울고싶다....  ","10"
"119","어쩜 이렇게 이쁘게 영화를 만들어주신 디즈니 감사합니다  ","10"
"120","스토리도 영상미도 완성도가 정말높아요. 렛잇고 작곡가가 쓴 리멤버미 정말 좋아요. 메히꼬 문화 정말 디테일하게 반영ㅠㅠ  ","10"
"121","너무 아름답다... 처음봤을 때의 그 감동을 잊을 수가 없다.. 안본 눈과 귀 삽니다..  ","10"
"122","관람객또 보고 싶은 영화였습니다,얼마전 돌아가신 아버지가 많이 생각났어요..사랑하는 나의 아빠 잊지 않을게  ","10"
"123","관람객처음엔 재미있어서 보다가  가족의뿌리를찾아가면서 격는미구엘을보면서 애잔하고슬펐습니다ㅡ그리고 마지막에 코코할머니께 아빠를기억하게하는 노래를 불렀을때 정말. 가슴이 징~~했습니다ㅡ  ","10"
"124","관람객위대한 쇼맨으로 받았던 실망을 완전 채우고도 남는 걸작 약 한달전 북미에서 개봉했을때 보러가지 않았던게 후회될만큼 최고였다. 역시 디즈니. 꿈과 환상은 이런거지  ","10"
"125","기억을 잃어가고있는 마마코코앞에서 주인공애가 기억해줘 노래불렀을때 소리도 못내고 오열함ㅠ 5살 아들 중간에 앉혀놓고 엄마아빠는 소리없이 대성통곡..가슴이 아프고 또 따뜻한 감동까지  ","10"
"126","관람객역시 믿고 보는 디즈니! 성인 둘 관람이라 주변 어린이들만 가득할까 걱정했으나 왠걸 주변이 다 성인들.. 그리고 다 같은 시점에 훌쩍일만큼 감동 만땅! 강추!!  ","10"
"127","관람객별 백만점 없음??..  ","10"
"128","관람객엄지척이네요 7살 딸아이와 둘이서 봤는데 아이도 좋아하지만 제가 더 힐링하고 왔습니다  ","10"
"129","솔직히 신과함께 보다는 100만배 더 낫다!!  ","10"
"130","보는데 계속 돌아가신 할머니가 생각나서 눈물이 쏟아졌다..  ","10"
"131","관람객너무 감동적이네요~ㅠㅠ 초등1학년우리딸 엄마를 잊지않고 기억해줄꺼라는 포부?를 밝히네요~~ 6살아들은 재미없었다는데 9살딸은 너무 재밌다고 하네요~♡  ","10"
"132","관람객이 영화 진짜 겨울왕국 주토피아 모아나를 이을 디즈니의 걸작입니다! 끝에 remember me 들으면서 펑펑 울었어요ㅜㅠ 가족이랑 보기에도, 혼자 보기에도, 친구랑 보기에도, 연인이랑 보기에도 적절한 명작 중의 명작입니다! 색감도 장난아니구요!!&gt;&lt;♡  ","10"
"133","일찍 돌아가신 아빠를 요몇일 계속 그리워 했다.. 더 생각이 났다. 애니보면서 우는거 처음인 것 같다. 아빠도 날 보고싶어하겠지?  ","10"
"134","관람객상투적인 메세지를 구태의연하지 않게 전하는 기발한 픽사 애니메이션. 픽사는 같은 주제라도 항상 창의적이고 새롭다.  ","9"
"135","간만에 아랫입술 씹으면서 울음참았다...넘나 감동적  ","10"
"136","관람객아홉살 딸아이랑 봤는데 진짜 펑펑 울었네요♡♡ 너무 감동적이구요 색감도 너무 예뻤구요~마마코코 나오는 장면들 다 캡쳐하고 싶어요☆♡♡ 어른들도 아이들도 모두 같은 마음으로 볼 수 있는 영화에요!! 강추합니다!  ","10"
"137","감동적~우리 가족 모두가 사랑하게된 에니메이션!눈물펑펑ㅠㅠ돌아가신 할머니생각이 많이 났어요ㅠㅠ 강추!~  ","10"
"138","관람객아름다운 영화입니다. 음악도 배경도  ","10"
"139","관람객뤼멤벌 미~ 뤼 멤벌 미~  ","9"
"140","관람객딸이 몰래 눈물 훔치네요^^  ","9"
"141","관람객너무좋은시간이였습니다. 아들말하길 아빠 아무데서나 이술저술마시고다니지마. 독술일수도있어 ㅋㅋ  ","10"
"142","관람객남친이 31살먹고 감동적이라며 울어요 ㅋㅋㅋ  ","8"
"143","관람객그라시아스!! 너무너무 멋진 영화였어요!!  ","10"
"144","관람객스토리 탄탄에 노래도 좋고 성인 남여둘이 가서 펑펑 울다왔습니다. 완전 강추!!  ","10"
"145","관람객감동과 재미가 함께여서 너무 좋았어요. 지금도 감동이 남아있네요. 잘봤어요^^ 추천드려요!!!!  ","10"
"146","관람객감동이있는영화에요.  ","10"
"147","관람객너무 재밌었어요 가족의소중함에대해 한번더 생각할수있는시간이었네요  ","9"
"148","관람객재미도 있고 감동도 있는 애니메이션이네요^^  ","10"
"149","관람객Coco ost혼자흥얼거려본다~2018아보다감동이젖는영화가없을듯하다~~가슴이뭉클해많이울었습니다~나의자화상이아닐까~~족에소중함을느껴봅니다  ","10"
"150","겨울왕국얘기와 코코의얘기가 일맥상통한 부분이 있어보인다. 전통은 우리 가족이 계속해왔던 부분 결국 미구엘의 가족은 노래를 부르는게 전통이었다  ","10"
"151","정말 최고였습니다 영화에 나오는 캐릭터들의 디테일이 놀라웠고 영상미도 최고였습니다 !!!그리고 감동도 녹아져있는 따뜻한 영화라고 생각합니다.  ","10"
"152","관람객너무너무꿀잼이에영굿  ","10"
"153","관람객아이들이 보기에 약간 이해하기 어려운 부분도 있었지만너무 감동적이였어요  ","10"
"154","관람객토이스토리3 이후 최고의 애니메이션입니다!아니 어쩌면 역대최고일지도꼭 보세요 많은 여운이 남는 삶과 죽음에 대해서 생각해볼수있었던 영화입니다  ","10"
"155","관람객아이랑 함께 봤는데  생각 이상으로 넘 잼있게 봤어요^^  ","10"
"156","관람객제가 아이보다 더 감동했네요 영상미가 너무 예뻤어요  ","10"
"157","관람객모든면에서 최고입니다~!  ","10"
"158","대체 박평식이란 사람이 몇점을 주든 무슨 상관이지.. 내가 선택해서 보고 느낀게 중요하지... 역시 디즈니는 나를 실망시키지 않았다 부모님과도 보고싶은 영화.  ","9"
"159","며칠전에 할아버지 보내 드리고 본 영화라 더 와 닿았다..  ","10"
"160","신파가아닌 자연스러운 감동, 여운.  ","10"
"161","세상을 울린 노래는, 세상을 위해서도 자신의 야심을 위해서도 만든 노래가 아닌, 바로 가족을 위해 만든 노래였다.  ","10"
"162","관람객코코 영화 너무 재밌었어요.다음에 또 보고 싶어요!!겨울왕국과 코코가 같이해서 좋았어요.  ","10"
"163","관람객적당히 재밌고 적당히 감동적인 영화  ","7"
"164","기억해줘 노래 가사가 꼭 죽음으로 먼저 떠나간 사람이 남겨진 사람한테 당부하는말 같이 느껴져서 펑펑 울었어요 위로해줘서 고마워요  ","10"
"165","캬.. 음악과 스토리는 진짜 명불허전 디즈니앤픽사. 주인공 꼬맹이 연기도 아주 굳..ㅠㅠ 더불어 그래픽이 너무 현실적이어서 감동받긴 처음. 코코할머니가 노래하는 표정은 애니의 한계를 뛰어넘은듯.  ","10"
"166","관람객다리 건너의 반짝거리는 세상들. 잊었던 사람을 기억하게 만드는 영화 꼭 보세요  ","10"
"167","남편이 애들 데리고 보러 간다며 같이 갈거냐고 물었는데 고민하는 동안 예매해버려서 어쩔수 없이 따라갔는데... 안 봤으면 어쩔뻔? 정말 최고였어요... 신과 함께 보면서도 안 울었는데... 눈물 펑펑... 끝까지 여운이 가시질 않아 뭉클했습니다.  ","10"
"168","관람객그래픽이 진짜 너무 예뻐서 감탄하고 본 장면이 잊혀지지않아요  ","10"
"169","처음엔 엥 이게뭔내용이야 했는데 영화에 빠져들었음  ","10"
"170","관람객감동적이었어요색감이 너무환상적이에요  ","10"
"171","죽으면 저승가서 재판받고 벌 받는게 아니라, 가족도 만나고 행복한 축제의 장이 열린다고 생각하니 마음이 따뜻해짐. 스토리도 반전이 있고 재미있음. 가족이 대를 이어 가족의 이야기를 전하고 기억한다는 점도 부러움. 나의 소중한 사람들, 모두 기억할게요.  ","10"
"172","젊은 헥터가 늙은 코코 안아줄때 왜 이렇게 슬프던지ㅜㅠ  ","10"
"173","관람객9살아이도 저도푸욱빠져서밧네요^^스토리전개도 신선하고 감동도  묵직햇네요~결국우리모자 울어버렷구여 ㅎ아이는 자기운거 비밀로해달라구 ㅋ 오랜만에 좋은영화 만낫네요♡  ","10"
"174","관람객내가 애니메이션보고 질질짤줄은 꿈에도 몰랐다  ","10"
"175","리멤버미. 아빠가 멀리 떨어져 있어도 딸을 한결같이 사랑한다는 내용을 노래한 곡. 코코에 대한 사랑을 담은 노래.  ","10"
"176","앞으로 코코라는 단어만 들어도 눈물이 날거같다... 역시 픽사는 단 한번도 날 실망시킨적이없어  ","10"
"177","업(up) 이후의 최고의 감동애니입니다. 삶, 죽음, 기억된다는 것의 의미.... 많은 것을 생각나게 하는 바로 그런 영화입니다. 나이를 불문하고 가족들과 보시길  ","10"
"178","관람객4돌 남아는 겨울왕국까지만 딱 좋았다네요ㅜㅜ 중간중간 무섭다더니 낮잠시간이랑 맞물려 왕짜증부려서 중간에 나왔어요ㅜㅜ 아들아 이 애미는 다시와서 봐야겠다~모처럼 재밌는 영화였는데 아쉬워요~~ ㅜㅜ  ","8"
"179","관람객대박 잘만든 영화예요 11살 우리딸 엄청울었어요  ","10"
"180","신과 함께 볼 때는 하품만 나오고 눈물 한방울 안 나왔는데.. 이 영화 보면서 눈물 엄청 흘렸다.. 좋다.. 이런 영화가 좋다  ","9"
"181","토이스토리부터 우리에게 보내줬던 잔잔한 감동 그 극치를 보여준다. 그들이 보여주는 상상은 죽음조차 아름답다. 무엇이 감동적인지 나도 모르게  찬찬히 눈가를 적셔오는 영화. 해가 시작되자마자 확언한다.  올 한해 최고의 영화  ","10"
"182","관람객11살,8살 아이들과 울고 웃으며 봤어요.음악이 좋다고해서 일부러 사운드좋은 극장가서 봤는데 정말 좋으네요.오늘은 더빙으로 봤으나 자막으로 한번 더 보고싶습니다~^^  ","9"
"183","관람객내인생 여자친구와 본 최고의 감동, 최고의 영화!  ","10"
"184","픽사는 아이들용 애니메이션이 아닌 어른들을 감동 시키기 위한 성인용 애니메이션 제작사인듯 픽사는 정말 베리굿  ","10"
"185","관람객처음에는 싫다고 했는데 나와서는 감동적이었다고 훌쩍 거리네요아이들과 함께하기 좋았던건 같아요  ","10"
"186","REMEMBER ME  ","10"
"187","떠나가는 아빠와 어린 딸의 노래어린손자와 많이 늦어버린 할머니의 노래  ","10"
"188","우리아빠도 예쁜 사진 많이 찍으며 나를 기다리고 있을까  ","10"
"189","인사이드아웃을 재밌게 봤다면 코코는 말이 필요 없어요!! 가족에 대해 생각하게되는 영화입니다  ","10"
"190","관람객아이들에게 가족의 소중함을 일깨워주는 영화에요~강추합니다^^  ","10"
"191","너무나 따스한 죽음에 대한 픽사의 판타지  ","10"
"192","관람객잊지 말아주세요. 가족의 소중햠을 새삼 되새기게 해주네요. 훌륭해요  ","9"
"193","관람객재밌으면서 감동이에요  ","10"
"194","애니 보다가 대성통곡한건 처음  ","10"
"195","지난달 초 친형님을 떠나보냈습니다. 형님 생각에 펑펑울고 지금도 이글쓰면서 눈물나네요. 형 절대 잊지 않을깨 나중에 만나면 가정형편때문에 어렸을때부터 같이 잘 못놀았던것 아이처럼 신나게 놀자  ","10"
"196","관람객아는 맛이 더 위험한 법, 익숙한 전개 스토리에 방심하다가 마지막에 눈물터졌다.  ","9"
"197","어른인데도 울면서봤네요..돌아가신 할아버지생각도나고할아버지도 저런멋진곳이 정말있다면 나와 우리가족을기다리고계실생각에 위안이되는 영화였어요..정말 반전,감동그자체였어요꼭꼭 보세요 후회하지않으실거예요  ","10"
"198","매드맥스의 &#34;기억해줘&#34;라는 대사가 이렇게 받아들여진다.  ","8"
"199","내가 10점 주는 이유 3가지 1. 너무 재밌고 감명 깊게 보았다.2. 박평식이 8점을 주며 따뜻해, 삶을 껴안고 다독이는 죽음 이라고 평을 남겼기 때문이다.3. 1점 주는 애들이 너무나도 꼴 보기 싫다.  ","10"
"200","존나울었네 아오 흑흑 어떡해  ","10"
"201","관람객이런사후세계라면 죽음도 두렵지 않을듯..  ","10"
"202","픽사의 억지스럽지 않으면서도 어른들의 동심을 자극시키는 탄탄한 스토리와 디즈니의 사랑스러운 음악적인 감각으로 최고의 조합을 보여준다. 멕시코배경과 음악을 사랑스럽게 보여준, 상상력을 더한 사후세계에선 어느 감동보다 값지다!!  ","10"
